ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
43027164,中古マンション等,,43101,熊本県,熊本市中央区,国府,新水前寺,9,３ＬＤＫ,70,,,,平成7年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2010年第４四半期,未改装,,6.954242509439325
43027500,中古マンション等,,43101,熊本県,熊本市中央区,萩原町,,,３ＬＤＫ,75,,,,平成2年,ＳＲＣ,住宅,,,,,,,,2010年第４四半期,改装済,,7.041392685158225
43047563,中古マンション等,,43101,熊本県,熊本市中央区,大江,水前寺,20,３ＬＤＫ,70,,,,平成20年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2009年第４四半期,,,7.380211241711606
43043051,中古マンション等,,43101,熊本県,熊本市中央区,上通町,上熊本(ＪＲ・熊本電鉄),28,,55,,,,,ＳＲＣ,住宅,,,,,,,,2013年第１四半期,,,7.146128035678238
43055501,中古マンション等,,43101,熊本県,熊本市中央区,万町,熊本,15,３ＬＤＫ,65,,,,昭和64年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第４四半期,未改装,,7.041392685158225
43039389,中古マンション等,,43102,熊本県,熊本市東区,健軍,新水前寺,30分?60分,１Ｋ,20,,,,平成2年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,150.0,2012年第４四半期,未改装,,6.2552725051033065
43002218,中古マンション等,,43101,熊本県,熊本市中央区,本山,熊本,9,２ＬＤＫ,55,,,,平成20年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2018年第１四半期,未改装,,7.230448921378274
43055020,中古マンション等,,43101,熊本県,熊本市中央区,帯山,水前寺,30分?60分,３ＬＤＫ,55,,,,平成2年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2008年第１四半期,未改装,調停・競売等,7.079181246047625
43049328,中古マンション等,,43102,熊本県,熊本市東区,保田窪,東海学園前,24,３ＬＤＫ,75,,,,平成17年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,150.0,2009年第１四半期,未改装,,7.146128035678238
43055448,中古マンション等,,43101,熊本県,熊本市中央区,保田窪,水前寺,16,３ＬＤＫ,70,,,,平成2年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2007年第４四半期,改装済,,7.113943352306837
43002063,中古マンション等,,43101,熊本県,熊本市中央区,本荘,河原町(熊本),13,１Ｋ,20,,,,平成2年,,,住宅,,,,商業地域,80.0,500.0,2019年第１四半期,未改装,,6.414973347970818
43031183,中古マンション等,,43102,熊本県,熊本市東区,尾ノ上,水前寺,30分?60分,３ＬＤＫ,65,,,,平成8年,ＲＣ,住宅,,,,,,,,2011年第１四半期,改装済,,7.079181246047625
43001117,中古マンション等,,43101,熊本県,熊本市中央区,呉服町,呉服町(熊本),1,３ＤＫ,45,,,,昭和62年,,,住宅,,,,商業地域,80.0,400.0,2020年第１四半期,未改装,,6.949390006644912
43001708,中古マンション等,,43101,熊本県,熊本市中央区,船場町,熊本,19,,20,,,,平成2年,ＳＲＣ,住宅,住宅,,,,,,,2017年第１四半期,,,6.361727836017593
43030925,中古マンション等,,43101,熊本県,熊本市中央区,本荘,南熊本,18,１Ｋ,30,,,,昭和64年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第４四半期,未改装,,6.6020599913279625
43004789,中古マンション等,,43103,熊本県,熊本市西区,上熊本,上熊本(ＪＲ・熊本電鉄),4,３ＬＤＫ,70,,,,昭和58年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2017年第３四半期,未改装,,6.886490725172482
43047735,中古マンション等,,43101,熊本県,熊本市中央区,九品寺,熊本,30分?60分,１ＤＫ,30,,,,昭和60年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第４四半期,改装済,,6.544068044350276
43048354,中古マンション等,,43101,熊本県,熊本市中央区,水前寺,水前寺,5,３ＬＤＫ,70,,,,昭和61年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2009年第４四半期,改装済,,6.977723605288848
43001740,中古マンション等,,43101,熊本県,熊本市中央区,中央街,熊本,30分?60分,３ＬＤＫ,70,,,,平成13年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2015年第２四半期,未改装,,7.2552725051033065
43001343,中古マンション等,,43101,熊本県,熊本市中央区,新町,熊本,18,３ＬＤＫ,70,,,,,,,住宅,,,,商業地域,80.0,400.0,2018年第４四半期,,,7.146128035678238
43048565,中古マンション等,,43101,熊本県,熊本市中央区,萩原町,南熊本,3,３ＬＤＫ,70,,,,平成20年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2009年第２四半期,,,7.2552725051033065
43055082,中古マンション等,,43101,熊本県,熊本市中央区,京町,,,３ＬＤＫ,65,,,,昭和49年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2007年第３四半期,未改装,,6.799340549453582
43027171,中古マンション等,,43101,熊本県,熊本市中央区,新大江,水前寺,4,４ＬＤＫ,90,,,,昭和63年,ＲＣ,住宅,住宅,,,,,,,2014年第３四半期,改装済,,7.113943352306837
43001315,中古マンション等,,43101,熊本県,熊本市中央区,新町,熊本,24,４ＬＤＫ,85,,,,平成12年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2020年第１四半期,未改装,,7.204119982655925
43048398,中古マンション等,,43101,熊本県,熊本市中央区,水前寺公園,新水前寺,9,３ＬＤＫ,80,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第３四半期,未改装,,7.380211241711606
43027278,中古マンション等,,43101,熊本県,熊本市中央区,新町,上熊本(ＪＲ・熊本電鉄),18,３ＬＤＫ,80,,,,平成5年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第１四半期,改装済,,7.204119982655925
43003374,中古マンション等,,43102,熊本県,熊本市東区,新外,水前寺,30分?60分,１Ｋ,25,,,,平成2年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2019年第４四半期,未改装,,6.3222192947339195
43026910,中古マンション等,,43101,熊本県,熊本市中央区,辛島町,熊本,23,３ＬＤＫ,80,,,,,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2014年第１四半期,未改装,,7.3222192947339195
43029020,中古マンション等,,43104,熊本県,熊本市南区,田井島,南熊本,30分?60分,３ＬＤＫ,80,,,,平成12年,ＲＣ,住宅,,,,,,,,2014年第１四半期,未改装,,7.230448921378274
