ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
45003172,中古マンション等,,45201,宮崎県,宮崎市,神宮,宮崎神宮,15,３ＬＤＫ,70,,,,平成6年,ＲＣ,住宅,その他,,,,第２種住居地域,60.0,200.0,2016年第３四半期,未改装,,7.0
45004393,中古マンション等,,45201,宮崎県,宮崎市,恒久,南宮崎,18,,85,,,,,,,住宅,,,,第２種住居地域,60.0,200.0,2017年第３四半期,未改装,,6.903089986991944
45000573,中古マンション等,,45201,宮崎県,宮崎市,老松,宮崎,5,３ＬＤＫ,70,,,,平成3年,ＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2020年第１四半期,改装済,,7.146128035678238
45003744,中古マンション等,,45201,宮崎県,宮崎市,高千穂通,宮崎,4,２ＬＤＫ,80,,,,平成29年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2018年第４四半期,未改装,,7.6020599913279625
45023337,中古マンション等,,45201,宮崎県,宮崎市,田代町,,,２ＤＫ,40,,,,,ＲＣ,住宅,,,,,,,,2010年第２四半期,未改装,,6.477121254719663
45011094,中古マンション等,,45203,宮崎県,延岡市,東本小路,延岡,18,３ＬＤＫ,90,,,,,ＲＣ,住宅,その他,,,,第２種住居地域,,,2016年第４四半期,未改装,調停・競売等,7.146128035678238
45003061,中古マンション等,,45201,宮崎県,宮崎市,下北方町,宮崎神宮,18,４ＬＤＫ,80,,,,平成8年,ＳＲＣ,住宅,住宅,,,,,,,2015年第３四半期,改装済,,7.2552725051033065
45037325,中古マンション等,,45201,宮崎県,宮崎市,大島町,宮崎神宮,9,３ＬＤＫ,55,,,,平成3年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第４四半期,改装済,,6.903089986991944
45042788,中古マンション等,,45201,宮崎県,宮崎市,下北方町,宮崎神宮,18,３ＬＤＫ,65,,,,平成8年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2007年第２四半期,未改装,,7.113943352306837
45042009,中古マンション等,,45201,宮崎県,宮崎市,大字赤江,田吉,30分?60分,１Ｋ,25,,,,平成3年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2008年第３四半期,未改装,,6.301029995663981
45042350,中古マンション等,,45201,宮崎県,宮崎市,祇園,宮崎,29,１Ｋ,20,,,,平成3年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第３四半期,改装済,,6.414973347970818
45003851,中古マンション等,,45201,宮崎県,宮崎市,橘通東,宮崎,16,３ＬＤＫ,70,,,,平成13年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2016年第４四半期,改装済,,7.204119982655925
45004958,中古マンション等,,45201,宮崎県,宮崎市,広島,宮崎,5,４ＬＤＫ,100,,,,平成18年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2018年第１四半期,未改装,,7.3979400086720375
45004602,中古マンション等,,45201,宮崎県,宮崎市,中津瀬町,宮崎,23,３ＬＤＫ,70,,,,,ＳＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2015年第１四半期,改装済,,7.230448921378274
