ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
2006269,中古マンション等,,2201,青森県,青森市,南佃,東青森,3,４ＬＤＫ,100,,,,平成20年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2015年第１四半期,未改装,,7.414973347970818
2006220,中古マンション等,,2201,青森県,青森市,南佃,東青森,13,３ＬＤＫ,70,,,,平成3年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2018年第４四半期,未改装,,7.041392685158225
2001880,中古マンション等,,2201,青森県,青森市,篠田,青森,8,２ＤＫ,70,,,,平成21年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2017年第４四半期,改装済,,7.278753600952829
2010500,中古マンション等,,2202,青森県,弘前市,大字鉄砲町,弘前,18,２ＬＤＫ,60,,,,平成2年,ＲＣ,住宅,住宅,,,,商業地域,,,2015年第４四半期,改装済,,6.939519252618618
2015524,中古マンション等,,2203,青森県,八戸市,小中野,小中野,7,２ＬＤＫ,60,,,,,,住宅,住宅,,,,商業地域,80.0,400.0,2017年第４四半期,未改装,,7.041392685158225
2010491,中古マンション等,,2202,青森県,弘前市,大字鉄砲町,弘前,18,１Ｋ,20,,,,,,,住宅,,,,商業地域,80.0,400.0,2018年第２四半期,改装済,,6.176091259055681
2024939,中古マンション等,,2203,青森県,八戸市,長根,本八戸,13,４ＬＤＫ,80,,,,平成16年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第４四半期,,,7.3222192947339195
2016470,中古マンション等,,2203,青森県,八戸市,大字常海町,本八戸,9,２ＤＫ,55,,,,平成15年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第３四半期,未改装,,7.079181246047625
2001573,中古マンション等,,2201,青森県,青森市,桜川,筒井(青森),18,４ＬＤＫ,85,,,,平成15年,ＳＲＣ,住宅,住宅,,,,第１種低層住居専用地域,60.0,150.0,2019年第１四半期,未改装,,7.3222192947339195
2002243,中古マンション等,,2201,青森県,青森市,新町,青森,12,２ＬＤＫ,80,,,,平成19年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2017年第２四半期,未改装,,7.230448921378274
2010825,中古マンション等,,2202,青森県,弘前市,大字土手町,弘前,16,２ＬＤＫ,75,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2016年第２四半期,未改装,,7.342422680822207
2002929,中古マンション等,,2201,青森県,青森市,堤町,青森,30分?60分,１ＤＫ,30,,,,平成2年,ＳＲＣ,,その他,,,,商業地域,80.0,400.0,2019年第２四半期,,調停・競売等,6.3979400086720375
2005825,中古マンション等,,2201,青森県,青森市,本町,青森,15,オープンフロア,30,,,,昭和59年,ＲＣ,店舗,その他,,,,商業地域,80.0,400.0,2016年第１四半期,,,6.342422680822207
2006238,中古マンション等,,2201,青森県,青森市,南佃,東青森,13,４ＬＤＫ,70,,,,平成3年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2017年第４四半期,未改装,,7.0
2005876,中古マンション等,,2201,青森県,青森市,本町,青森,19,３ＬＤＫ,75,,,,平成3年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第２四半期,改装済,,7.146128035678238
2018899,中古マンション等,,2202,青森県,弘前市,大字松森町,弘前,10,２ＬＤＫ,50,,,,昭和64年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第４四半期,改装済,,6.903089986991944
2010498,中古マンション等,,2202,青森県,弘前市,大字鉄砲町,弘前,18,４ＤＫ,60,,,,平成2年,ＲＣ,住宅,住宅,,,,商業地域,,,2016年第２四半期,未改装,,6.886490725172482
2011261,中古マンション等,,2201,青森県,青森市,浜田,東青森,30分?60分,４ＬＤＫ,95,,,,平成21年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2013年第４四半期,,,7.491361693834273
2003214,中古マンション等,,2201,青森県,青森市,長島,青森,19,３ＬＤＫ,75,,,,平成16年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2017年第２四半期,未改装,,7.361727836017593
2019126,中古マンション等,,2203,青森県,八戸市,柏崎,本八戸,16,１ＤＫ,45,,,,昭和57年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第１四半期,改装済,,6.740362689494244
2007128,中古マンション等,,2201,青森県,青森市,新町,青森,2,１ＤＫ,50,,,,平成18年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2013年第４四半期,改装済,,7.2552725051033065
2005850,中古マンション等,,2201,青森県,青森市,本町,青森,19,２ＬＤＫ＋Ｓ,80,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第４四半期,未改装,,7.146128035678238
2020196,中古マンション等,,2202,青森県,弘前市,大字富田,弘前,15,１Ｋ,30,,,,平成2年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第４四半期,未改装,,6.3979400086720375
2008266,中古マンション等,,2201,青森県,青森市,堤町,青森,30分?60分,１ＤＫ,30,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第１四半期,未改装,,6.6127838567197355
2006543,中古マンション等,,2201,青森県,青森市,安方,青森,9,１ＤＫ,40,,,,昭和63年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2019年第４四半期,,,6.6127838567197355
2006786,中古マンション等,,2201,青森県,青森市,大字三内,新青森,26,３ＬＤＫ,65,,,,昭和64年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2011年第１四半期,未改装,,6.892094602690481
2019176,中古マンション等,,2203,青森県,八戸市,大字上徒士町,本八戸,21,１Ｋ,30,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第１四半期,未改装,,6.041392685158225
2010317,中古マンション等,,2202,青森県,弘前市,大字品川町,弘前,13,３ＬＤＫ,70,,,,平成2年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2014年第３四半期,未改装,,7.113943352306837
2024432,中古マンション等,,2203,青森県,八戸市,大字番町,本八戸,11,３ＬＤＫ,75,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2010年第３四半期,未改装,,7.431363764158987
2005919,中古マンション等,,2201,青森県,青森市,松原,青森,30分?60分,２ＬＤＫ,65,,,,平成10年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2016年第１四半期,改装済,,7.204119982655925
2008260,中古マンション等,,2201,青森県,青森市,堤町,青森,30分?60分,２ＤＫ,60,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第２四半期,未改装,,6.903089986991944
2024470,中古マンション等,,2203,青森県,八戸市,大字窪町,八戸,9,３ＬＤＫ,65,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第１四半期,未改装,,7.113943352306837
2013060,中古マンション等,,2202,青森県,弘前市,大字松森町,弘前,10,１Ｋ,50,,,,昭和64年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2014年第１四半期,未改装,,6.913813852383717
2015214,中古マンション等,,2203,青森県,八戸市,大字窪町,本八戸,9,２ＤＫ,45,,,,平成2年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2018年第２四半期,改装済,,6.949390006644912
2003198,中古マンション等,,2201,青森県,青森市,長島,青森,19,２ＬＤＫ,55,,,,平成16年,ＳＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2019年第２四半期,未改装,,7.230448921378274
2009421,中古マンション等,,2202,青森県,弘前市,大字品川町,弘前,10,２ＬＤＫ,55,,,,,,,住宅,,,,第１種住居地域,60.0,200.0,2019年第２四半期,改装済,,6.939519252618618
2010949,中古マンション等,,2202,青森県,弘前市,大字富田,弘前,14,１ＤＫ,35,,,,,,,住宅,,,,第１種住居地域,60.0,200.0,2018年第３四半期,未改装,,6.447158031342219
2000115,中古マンション等,,2201,青森県,青森市,大字浅虫,浅虫温泉,7,２ＬＤＫ,50,,,,昭和56年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第１四半期,未改装,,6.230448921378274
2007498,中古マンション等,,2202,青森県,弘前市,大字駅前町,弘前,0,４ＬＤＫ,90,,,,,,,住宅,,,,商業地域,80.0,600.0,2019年第１四半期,改装済,,7.491361693834273
2011896,中古マンション等,,2201,青森県,青森市,本町,青森,15,４ＬＤＫ,75,,,,昭和61年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第４四半期,,,7.079181246047625
2012242,中古マンション等,,2202,青森県,弘前市,大字徒町,弘前,14,３ＬＤＫ,60,,,,昭和59年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第２四半期,改装済,,6.698970004336019
2019516,中古マンション等,,2202,青森県,弘前市,大字山道町,弘前,14,１Ｋ,25,,,,昭和63年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第３四半期,未改装,,6.477121254719663
2010072,中古マンション等,,2201,青森県,青森市,堤町,青森,30分?60分,１ＤＫ,30,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第４四半期,未改装,,6.3979400086720375
2010522,中古マンション等,,2201,青森県,青森市,長島,青森,19,４ＬＤＫ,95,,,,平成16年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2008年第２四半期,未改装,,7.431363764158987
2009055,中古マンション等,,2201,青森県,青森市,長島,青森,19,４ＬＤＫ,95,,,,平成16年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2011年第１四半期,未改装,,7.447158031342219
2003666,中古マンション等,,2201,青森県,青森市,堤町,青森,30分?60分,３ＬＤＫ,85,,,,平成2年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2014年第１四半期,改装済,,7.176091259055681
2014215,中古マンション等,,2202,青森県,弘前市,大字徒町,弘前,14,３ＬＤＫ,60,,,,昭和59年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第２四半期,未改装,,6.812913356642856
2015714,中古マンション等,,2203,青森県,八戸市,大字上徒士町,本八戸,21,１ＤＫ,30,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第３四半期,改装済,,6.342422680822207
2013686,中古マンション等,,2202,青森県,弘前市,大字駅前町,弘前,3,３ＬＤＫ,90,,,,平成16年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2013年第４四半期,未改装,,7.414973347970818
2014485,中古マンション等,,2203,青森県,八戸市,大字上徒士町,本八戸,21,１ＤＫ,30,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第２四半期,改装済,,6.568201724066995
2015229,中古マンション等,,2203,青森県,八戸市,大字窪町,本八戸,9,３ＬＤＫ,65,,,,平成2年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第１四半期,未改装,,7.0
2009416,中古マンション等,,2202,青森県,弘前市,大字亀甲町,弘前,29,２ＬＤＫ,60,,,,平成2年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2014年第１四半期,改装済,,6.939519252618618
2009427,中古マンション等,,2202,青森県,弘前市,大字品川町,弘前,14,２ＬＤＫ,80,,,,平成2年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2017年第３四半期,改装済,,7.113943352306837
2021401,中古マンション等,,2203,青森県,八戸市,大字上徒士町,本八戸,21,１ＤＫ,30,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第３四半期,改装済,,6.568201724066995
2016191,中古マンション等,,2202,青森県,弘前市,大字城東中央,弘前,20,４ＬＤＫ,65,,,,,ＳＲＣ,住宅,,,,,商業地域,,,2013年第４四半期,未改装,,6.929418925714293
2019805,中古マンション等,,2202,青森県,弘前市,大字鉄砲町,弘前,18,１Ｒ,20,,,,昭和60年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第４四半期,未改装,,6.079181246047625
